id,day,popup_id,popup_name,popup_strategy,popup_discount
0a5f6838-330c-4df0-b0a3-76cc5ff2efb5,2024-03-22,01g1cj9b,,,
70184052-e877-4635-a6bc-83a3f5dc433f,2024-03-22,01g1cj9b,,,
b1a9c90d-03f2-454c-af1b-0b88afee99ac,2024-03-22,01g1cj9b,,,
d87a8977-3711-4faa-b2f9-6cb382cb8dfa,2024-03-29,01g1cj9b,,,
72db939f-470c-4fcd-992e-9892d1b7a300,2024-03-29,01g1cj9b,,,
b6033a2e-4fee-46fa-a387-dda19e940ca1,2024-03-29,01g1cj9b,,,
586d0aad-deb5-4e2d-a71f-8f0403c3caca,2024-03-29,01g1cj9b,,,
ajs-next-35f5fefd2abf0f124fe3cf2cb8a06f38,2024-01-03,825751,2nd page | ACQ | Desktop | 10 OFF | SMS Trigger | 950310,2nd page,10 OFF
380b15d4-a95a-4678-9f62-993d9f5987a7,2024-04-05,bk2t0wtf,,,
23206e34-75c6-45d8-aa55-428763b5130c,2024-04-05,bk2t0wtf,,,
14e75f22-7e85-4a83-a57c-dd0fafc2343c,2024-02-15,xgeht1ip,,,
9e453c24-fa13-49c1-ae28-bf49aec15698,2024-01-25,xgeht1ip,,,
08cc1f7b-cdf1-4e9a-85a1-d047d65d48a4,2024-04-07,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
89806c2e-1156-428b-b56f-51350a1d948e,2024-04-03,q32cdutb,,,
28866ee6-78e8-401d-879a-4ebe5124b3fe,2024-02-08,v78l6m2h,,,
ajs-next-ce5ff053f04e92b78b8bd1401d78540f,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
96d8e2e1-d8b8-44bd-9b70-4ba0ad4cae94,2024-02-25,xgeht1ip,,,
fa77425b-27cd-446e-b2a6-718020e962e7,2024-02-25,xgeht1ip,,,
9db6be40-23ce-4d61-9f57-85c5ca7d9bab,2024-04-04,7qa0te88,,,
99126c4b-12de-4541-9ac3-682b95fc4a16,2024-04-04,7qa0te88,,,
08185a4c-bf68-4241-ba31-28151e1a9a02,2024-04-03,err1rqhe,,,
d0f0db7f-30ea-4e48-8392-b720e5bc7b69,2024-04-04,7qa0te88,,,
ajs-next-36327405319dd8841a1952ce04423ae5,2024-03-07,837641,1st page | Regular Traffic | Desktop | 10 OFF | SMS Trigger | 976279,1st page,10 OFF
1a78ef04-7348-48be-a787-0f37bdc6cf72,2024-03-25,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
8ea4baa9-2eff-465b-80c0-b1f7931241fc,2024-03-07,ivhfrrkf,,,
ajs-next-ff2109e086d72fb4115af2fb6b3df050,2024-03-23,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 986414,1st page,10 OFF
ajs-next-909492f6faff8b0c1164bd46c3c2ca1b,2024-02-16,842231,2nd page | Google Organic | Mobile | 10 OFF | SMS Trigger | 974004,2nd page,10 OFF
19ce3165-4202-40c2-abd3-a539254f23de,2024-02-12,err1rqhe,,,
c52dc958-5c12-4599-aa50-9d805ef0936d,2024-03-20,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
6303e3a8-124a-4038-a11d-3520b9df3678,2024-01-27,g1rddoob,,,
998ec4e0-0267-4604-8365-f2b706505ab6,2024-03-20,9e9jfut2,,,
dc0f97af-4a51-4349-86fd-e2fec0eb04a8,2024-04-04,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
32e5f87a-bd73-48cf-a291-9d870adc0d98,2024-04-04,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
780fc37e-e54a-4815-9e48-e828220910c9,2024-03-29,01g1cj9b,,,
ae50be37-bc20-4f45-9e19-a7ba461819ea,2024-03-29,01g1cj9b,,,
fc05ef29-1706-45d1-8d18-29e3b12d0fbc,2024-03-29,01g1cj9b,,,
72478d7b-2a52-44bd-a287-65e5f0034e0d,2024-01-11,err1rqhe,,,
d4f60a3b-ad27-4f6d-8bf8-99e9df719517,2024-04-03,q32cdutb,,,
a7f77774-427f-4c0d-ac95-f6947d4c1083,2024-03-19,err1rqhe,,,
e67ba13d-4e89-413d-8271-ba3e647cc328,2024-03-26,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
b6217f8c-46ee-4a45-ab10-58de8895b373,2024-02-25,xgeht1ip,,,
3ec75211-0488-4dde-871b-d9142505caf3,2024-04-04,7qa0te88,,,
1ae1d149-4439-44cf-a8a1-c299389e8d2e,2024-01-30,err1rqhe,,,
ajs-next-9fb84009cb16dac8a44d3dc0aa5feee5,2024-03-04,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 974202,2nd page,10 OFF
7fddaca8-92be-453e-a6b6-7aaad2947b78,2024-03-12,01g1cj9b,,,
fd0614b7-96bc-4cfa-af39-53dbfbb546d4,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
427ddf84-d106-44df-a1f2-35b3cd89ad5e,2024-04-11,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
cc33de81-9a9a-4f64-aa0e-2dc4cbc97fa0,2024-03-22,01g1cj9b,,,
f9dedeb4-a2a3-474b-bd08-d09c2b03d34a,2024-01-25,xgeht1ip,,,
e5bb7718-2c2e-4e3c-9c99-e86d63263cc3,2024-02-16,xgeht1ip,,,
eb1d1a32-d3c4-4cdb-bc33-c0f48d6de248,2024-03-08,01g1cj9b,,,
532c6576-218a-4a86-8058-794862709541,2024-04-03,q32cdutb,,,
25cd54a8-5689-4ec9-9a4b-a48a4f77c137,2024-02-05,err1rqhe,,,
79d5d2bd-6963-4956-99dd-775698026cf5,2024-03-22,01g1cj9b,,,
1b05e2b8-2a76-4b48-8f44-c937af59054c,2024-03-22,01g1cj9b,,,
1bebc4ae-87d3-4ffd-af76-ab0af41278f6,2024-03-29,01g1cj9b,,,
a0fb000b-83a1-421d-a1cc-c7c592fc1f8e,2024-03-29,01g1cj9b,,,
28b955e4-c3dc-4e90-8704-d0c066b0dc71,2024-03-25,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
18e57a75-10b3-4b1a-b067-5da76605de32,2024-03-27,err1rqhe,,,
a6940723-aa7d-4302-bbf8-a8894b1d4f23,2024-03-23,v78l6m2h,,,
6e5ad00c-0a15-4206-b8bb-89734e77eba8,2024-02-25,xgeht1ip,,,
6e4be115-24ef-4fc4-ae09-ee9999b2be4c,2024-04-10,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
eebfcb12-69d8-4aa7-bbe8-d56b9bbeb952,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-1484dd1dea231d572a69112b6cb4ad05,2024-04-11,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
d51941f1-8d65-475d-b797-57813d97d799,2024-03-07,ivhfrrkf,,,
dd19cef5-46f9-4b25-a336-d0d7a9204564,2024-02-12,err1rqhe,,,
ajs-next-383eee20109f9d07b0d19869871ddbb2,2024-02-24,842613,Cart Abandon | Google Organic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
c54e2a91-5305-488d-a8d5-f2ae0096950f,2024-01-09,err1rqhe,,,
ajs-next-b61df603cdccefe808a9df579fbf06ae,2024-03-16,842239,Cart Abandon | Regular Traffic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
06ccedcd-2ba1-4f59-9168-e8c1f73e1172,2024-03-22,01g1cj9b,,,
c1a68855-1ac1-4939-850b-b7b14ca7e4df,2024-03-22,01g1cj9b,,,
e69ace7f-3805-4059-b808-9b8857e0d5b7,2024-03-22,01g1cj9b,,,
50b27bdc-2a8c-46a2-aa84-f80f2e9d5533,2024-03-07,ivhfrrkf,,,
5c1faa9a-67ca-43f3-a666-bf0813e36cbe,2024-04-07,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-09c98c042fd4eea430c404bb746b3ab8,2024-04-10,906346,2nd page | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,2nd page,10 OFF
ajs-next-3e539a5ac07ea46b90084dbaa159c5ea,2024-01-27,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 960787,Exit Intent,10 OFF
87bcc209-65f3-4019-b17d-9973e92d4e4d,2024-04-04,7qa0te88,,,
b2ff9653-9cd6-4848-ae93-31a762b2b8f9,2024-03-28,mzkhvqi6,,,
e18121af-477e-47c8-b7c2-2947a70462b3,2024-04-11,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
511155b7-9ff3-424f-b9e0-7ed03c6bc4e2,2024-03-10,01g1cj9b,,,
010d3101-cbac-4258-b1ce-1be981d7306a,2024-04-10,01g1cj9b,,,
d8e20420-a289-452f-b792-2ec0983727a8,2024-03-22,01g1cj9b,,,
86b31577-87a7-4b21-9fe3-c02e61af9711,2024-04-05,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
0d2dc21a-8c98-4894-be3d-410ec7ab02f0,2024-02-06,xgeht1ip,,,
750fe455-fd87-427f-9db1-6b46f78de3ef,2024-03-07,ivhfrrkf,,,
ajs-next-46912b5736e909647c5b77885294fa08,2024-03-27,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 987423,Exit Intent,10 OFF
0b6e9700-aa60-4db2-909f-2997cb2a02db,2024-04-06,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
c80479ba-232c-45bc-8fa5-e0db1d9a126c,2024-04-11,xy55r5iy,,,
ajs-next-0c0a2b576d8d63b4e481990dc2acc201,2024-03-25,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 986414,Exit Intent,10 OFF
38868893-e96a-4f80-a8c4-9d941fec12dc,2024-03-18,v78l6m2h,,,
ajs-next-c936abc479474dea6f9010caf19dea59,2024-03-02,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 974202,2nd page,10 OFF
b9833162-b451-4fe5-8169-7e32742679ff,2024-01-27,g1rddoob,,,
ce9f3838-8d0e-46a4-8243-fcd7077a9a77,2024-04-11,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
931615c0-14aa-4e3f-b429-a7af6aebf40f,2024-02-12,err1rqhe,,,
d657ea5e-6c21-419c-b8e3-b2e116078533,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
86505651-56fc-40e1-a5f5-f1c97ecd7a26,2024-03-18,v78l6m2h,,,
ajs-next-3c18c2393227346c776633b7d070d123,2024-04-11,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
ajs-next-9ae6797736291e722628ee99a2148d70,2024-03-05,906695,Exit Intent | Google Organic International Canada | Desktop | 10 OFF | SMS Trigger | 974202,Exit Intent,10 OFF
6116ff58-b0b1-4923-b828-89c4761f5f01,2024-02-25,xgeht1ip,,,
49c78606-1ed8-4043-a9e0-65d126443c07,2024-02-25,xgeht1ip,,,
4acfdc22-c446-40a5-816f-00e93277fd5b,2024-04-11,7qa0te88,,,
969b89ba-f7a8-4020-85bf-3113325b3e19,2024-04-11,a04w71n1,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
5be9dcfa-e247-4ca8-929c-8730471a36f8,2024-04-11,7qa0te88,,,
e1305cde-6785-45de-948f-b5fce26bb803,2024-04-11,7qa0te88,,,
267458ee-d5f0-4541-bf9a-3f0ee97defac,2024-02-25,xgeht1ip,,,
bca074a5-8bff-4e9c-9fb2-173a247aa0ef,2024-01-05,xgeht1ip,,,
e0c192a1-6a8f-4738-ba61-e6348b217a17,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
66c48060-079b-472a-9d6e-63d4b124ce7b,2024-04-11,mzkhvqi6,,,
c96f9b61-647e-4311-95af-989cdac382f8,2024-02-25,xgeht1ip,,,
5609f427-2c74-48d6-9186-c2c57f6d49ab,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
e96224c9-86b9-4968-ab52-d75875071c43,2024-01-11,err1rqhe,,,
d10bf0f3-7e11-4b84-a562-972525091ea4,2024-03-07,01g1cj9b,,,
ajs-next-6cfea48aeb749525b507dbb509a12ec0,2024-02-10,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 968550,1st page,10 OFF
ajs-next-11dbe282a6deeff96895f642f71b34b4,2024-03-16,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 981832,Exit Intent,10 OFF
1cfbc827-8cec-44c1-b4b2-25ef34187b0a,2024-04-09,a04w71n1,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
5cd5528f-bd49-4b9d-ac70-76f142d2a8a3,2024-03-07,01g1cj9b,,,
7933e252-5451-45e5-bfa3-e7dbc57d3eaa,2024-03-07,ivhfrrkf,,,
ajs-next-7e32c07726697c3a84551131e5f3f3a3,2024-02-21,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 974004,2nd page,10 OFF
6014796d-6f23-4d6a-95d2-64343f9ada17,2024-02-19,t7i0v4ic,,,
e05c339a-deb9-4d93-b5b6-23fb69b17537,2024-04-06,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
309e238d-1810-4e03-95d7-d1ee2d862fcc,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
736c6eed-93ce-48e9-898c-47aa0a47dd0f,2024-03-05,ivhfrrkf,,,
1f57db74-0546-483a-9dd7-6e7a9cc20fbe,2024-04-01,err1rqhe,,,
2b94c74c-2d85-4fb9-b29f-efc047683e1e,2024-04-01,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-e0ebbc5f2afdbea585276d3ccad854aa,2024-04-01,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 986414,1st page,10 OFF
fcb1272b-a5ef-4bef-994b-736ae01458fd,2024-03-23,v78l6m2h,,,
315e1075-dc51-4833-80b7-208c77a73801,2024-04-10,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
d08a018a-f5f0-47f4-ae30-4ce24d2c49ed,2024-04-07,1r1qff9l,,,
ajs-next-98e0f8b74798b29f23280f204cb4ec8e,2024-03-04,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
4736290b-8893-44e5-b618-872029ce0a02,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
7b0ef81d-80da-4535-8769-0a06ac40f2db,2024-04-09,7qa0te88,,,
27e191b0-c595-41df-8ad5-e879c4484499,2024-03-23,v78l6m2h,,,
bf1f70ec-42d8-47a0-8949-581deb068809,2024-01-05,xgeht1ip,,,
e9ef83e9-81c6-48ae-96b1-b000580ab0be,2024-04-04,7qa0te88,,,
1954fc35-1279-4b67-a1c1-ebab7a8ce25d,2024-04-10,k2lyd9ke,,,
689f2392-50a8-4e85-900e-9c43e48b1594,2024-03-23,v78l6m2h,,,
bd76e373-dad0-49f7-bb25-b1a32913006a,2024-03-23,v78l6m2h,,,
ccdbc790-e271-41d7-a424-1039002e247c,2024-03-23,v78l6m2h,,,
6f97d0a6-5146-4210-b01c-236acb8cb075,2024-03-23,v78l6m2h,,,
0a6d90ac-905f-4850-b19f-a5ed071f78d7,2024-04-11,as2abr5z,,,
5fefa7b3-a3ac-4deb-9c6e-43030b061116,2024-01-25,err1rqhe,,,
5b4657ce-586a-457d-9264-c12b58764dff,2024-04-06,01g1cj9b,,,
d47b2eef-e9df-4fa2-8723-50c2f16d1eb9,2024-03-27,7qa0te88,,,
a452a515-b84d-4aa1-b1e9-128aec34c79e,2024-03-11,err1rqhe,,,
dc9e6fbb-b365-48e6-a650-f679e8b77235,2024-03-11,err1rqhe,,,
640e2acb-1475-4247-9b48-8ed688f8dbc6,2024-04-11,t02svbd7,,,
c508b440-f90d-4a29-8e5d-2400bbd1701b,2024-04-11,7qa0te88,,,
b601555d-a112-4484-9e63-8cbeea29ce96,2024-04-10,w8jc44dq,Exit Intent | ACQ | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-613181e45f27843ba76d61701f9803e1,2024-03-05,842225,1st page | Second Visit 30 days | Mobile | 15 OFF | SMS No Trigger,1st page,15 OFF
20952b8c-7289-43af-bc82-eb711fc30846,2024-04-04,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
a39df614-59db-4ed4-acb5-69c988684719,2024-04-03,q32cdutb,,,
fb1085d0-2cac-48ef-8268-ee39eaf6d6eb,2024-04-03,q32cdutb,,,
4c6c8d45-5e28-4f67-815f-be3fd86c9153,2024-04-03,q32cdutb,,,
a623b261-644d-4d16-95f8-b7e52c044825,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
740bb31f-7eb3-486e-a2f0-6187214e7918,2024-03-17,err1rqhe,,,
56d07b61-3a41-4369-a081-009abd5a5af6,2024-04-11,8q64th6o,,,
2e017b0a-43ea-4e65-8dbf-a4134831ecc1,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
2a82d17c-5427-4257-9111-dec2863368bc,2024-04-01,err1rqhe,,,
349e3699-f46a-4223-9c15-03518a3d51ef,2024-04-10,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
25bfccc9-2f6f-4f2e-b77c-5e3fc9ea2e39,2024-01-09,err1rqhe,,,
7cee77da-cc29-4717-8e06-839c1e3a7f28,2024-03-22,01g1cj9b,,,
75b7163a-626e-4dd9-81e2-9cac2be7cbf5,2024-03-16,9e9jfut2,,,
ebfe1564-245a-49dd-85a3-b354932827e0,2024-03-29,01g1cj9b,,,
f9cbb7fc-ee6d-4ad7-aba0-ccf2ceaf8db4,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-822512a1439be2be33e32d17559715d1,2024-01-28,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 960787,2nd page,10 OFF
81afb047-3f7b-485b-b220-a6e25b7b7109,2024-03-23,v78l6m2h,,,
30e937c5-2e6f-411f-b923-13648a792665,2024-01-05,xgeht1ip,,,
10b6c2d0-098c-4a8a-b81e-bd1afc21dd4d,2024-03-23,v78l6m2h,,,
e65b8bb5-6831-4f16-9f81-d37850c2eaad,2024-04-07,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
474f1850-8deb-43d3-aab7-57cc6c76f570,2024-04-11,7qa0te88,,,
4526b922-3398-4d83-a5b4-49a0d3ecffc9,2024-04-01,err1rqhe,,,
c78ea78e-c049-408f-ba4f-7b730bda7f5a,2024-04-01,err1rqhe,,,
c64ed68a-f929-4396-a4f6-971be685282a,2024-03-06,01g1cj9b,,,
5c90c7c4-de59-451a-8ef6-902ed95f5b80,2024-03-06,01g1cj9b,,,
9a3d08a7-e340-4d70-98ca-0d14cd225d0d,2024-02-22,err1rqhe,,,
35e737a7-b961-4b5e-8ba3-960c15b8a2a9,2024-02-22,err1rqhe,,,
ajs-next-6f01e36a19ebc57d3960b2dea25814df,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
ajs-next-2f7ea6b170eda4a78252025877fb496d,2024-03-20,827870,Cart Abandon | ACQ | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
ajs-next-881835bc3c489c62708e4034c529aa17,2024-02-18,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 974004,Exit Intent,10 OFF
4baa71ae-0d39-49de-9173-0d9708a4e472,2024-02-25,xgeht1ip,,,
0e934f32-d68c-4727-9c30-3c6a3618f043,2024-03-23,v78l6m2h,,,
ajs-next-a465fd8c946a71e111eeca88ed780962,2024-03-19,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 981832,Exit Intent,10 OFF
ajs-next-9e062d2fec9732c009c05b82c0331c50,2024-03-20,842225,1st page | Second Visit 30 days | Mobile | 15 OFF | SMS No Trigger,1st page,15 OFF
c79b1d8a-ca81-43d4-84fb-3c006e7c077b,2024-03-07,ivhfrrkf,,,
1887decb-5db1-41a7-89e0-597d5e18ebda,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
29ae8255-eef8-4b2a-8b84-64ee2a6fcf73,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-6862b2fcf8a351bb155c536f191ea36b,2024-03-05,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
5a47f8e0-d8b6-4c62-9702-a37ff49e56d5,2024-03-23,v78l6m2h,,,
d09268b3-b604-419f-89ab-ce34d294a5d0,2024-04-04,7qa0te88,,,
4aa541cd-448b-4ac2-a583-f68b8dd82f55,2024-03-07,01g1cj9b,,,
1ac394b2-3e5e-456f-b384-c305f65b8d01,2024-03-07,01g1cj9b,,,
7ce800cc-f1bb-4a27-ae27-74762ebf03a6,2024-03-23,v78l6m2h,,,
724eafb0-a120-490c-b11d-e68fb7659449,2024-04-04,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
c3ab2633-be54-4395-86c8-0d8894179da4,2024-04-10,01g1cj9b,,,
cfe18c6b-fc0b-48c0-856a-8ee72ff7383b,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
63b8bdeb-8f84-4ab7-bad0-2d9b8ef46442,2024-03-27,err1rqhe,,,
3ddf3926-6116-4ea4-8c34-06782c649d27,2024-01-05,is4hjs15,,,
cd8c8db5-ccf5-4d5e-ab3b-8686b4d0cbad,2024-02-28,01g1cj9b,,,
9b5011a6-a3a7-400e-a295-74163928f0ff,2024-02-06,xgeht1ip,,,
abba9f79-5b6b-41e8-ac53-fae962741b08,2024-04-11,as2abr5z,,,
2e7d9c9f-1fb0-42de-86f6-62c8858ac15d,2024-04-10,k2lyd9ke,,,
cc99617e-e966-48e2-908a-58db4fbc82e2,2024-04-06,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
615ac3ae-3be6-4bcd-b420-7639b1e984fa,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-f52dd7ae7440e5ad07a20a08d1c166de,2024-02-05,842231,2nd page | Google Organic | Mobile | 10 OFF | SMS Trigger | 968550,2nd page,10 OFF
14bcc8e7-10d8-43f5-8f76-ed48f7a0b665,2024-03-06,01g1cj9b,,,
ef8af1b3-066f-4fd2-bceb-ddfd3491669f,2024-03-06,01g1cj9b,,,
ajs-next-bb1956fc41e1d58cdb43b478f9270638,2024-03-07,948587,CREDIT CAMPAIGN - Collection - Desktop,CREDIT CAMPAIGN - Collection - Desktop,
b8cbd3e8-f7eb-4cff-823d-08c3a8c8b784,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
521bffdd-aa12-45d1-b63e-ec095062d98f,2024-04-11,7qa0te88,,,
54ba7779-fb2b-42b4-a256-452ec2b550f7,2024-04-11,7qa0te88,,,
0358b740-082b-4a73-96c2-2105651b180b,2024-04-11,7qa0te88,,,
1070a0c5-c45c-47cb-bb40-a962f5d211c4,2024-04-11,t02svbd7,,,
ab1f7a8a-1b2c-4db9-bf1e-da1905028dbe,2024-03-23,v78l6m2h,,,
73179131-e624-4580-9b8c-3a92f694da60,2024-03-23,v78l6m2h,,,
edf31389-d34e-4ba6-bfcb-42e00e35e71d,2024-03-05,i5szulbq,,,
d90771ff-9b83-4360-b867-1f333b57c94b,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
3033ba5d-a204-4aa7-bcfd-f207046c7f24,2024-01-05,xgeht1ip,,,
24df0e4c-6cec-4b84-a414-a40fa5d42616,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-732e923b1d84bac850e4b7b0223a22c5,2024-04-11,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 981934,2nd page,10 OFF
652ee42e-7628-4b65-9634-9ceeb29219bd,2024-04-11,fr2pzmoa,Exit Intent | Google_Organic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
06d71215-a8e8-42a3-b68f-01919ca0d0c5,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
f1cc93b4-d659-4edc-aa9d-d45403700bfd,2024-04-03,q32cdutb,,,
88ddb03f-726c-4ace-b9f9-d1e38422ec7e,2024-03-22,01g1cj9b,,,
fbbae100-11cc-4aab-8e8c-ae37cd5f4cfc,2024-02-25,xgeht1ip,,,
4f1f0478-3c81-4b64-8685-b22b4ae913b8,2024-04-11,q32cdutb,,,
b9ba098d-3e48-4256-a110-0967a723740e,2024-04-03,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
2e052f94-6f68-44f0-b72e-a514a50327fb,2024-04-03,q32cdutb,,,
080b4e89-232f-4e07-8897-d91b3abbd498,2024-02-28,01g1cj9b,,,
29b7ae5d-1f34-4afe-b7b0-4196aa5113bb,2024-04-06,7qa0te88,,,
fd9b5906-6a1b-46f7-b900-c11321108ef8,2024-02-11,q32cdutb,,,
ajs-next-1df63ec59de2c8a51c0089b093985e02,2024-03-14,936737,Exit Intent | Regular Traffic International AU | Mobile | 10 OFF | SMS Trigger | 981690,Exit Intent,10 OFF
7e0b638a-b9c1-42a2-a696-c39165b7eee3,2024-04-03,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
58890057-84be-4a8d-a9d2-1e3f325fcca1,2024-02-10,bk2t0wtf,,,
a97ffead-46fb-45fe-a78b-764f6df856fc,2024-03-27,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-bde36a2b2244f3d3efbf32d04f7fbdbe,2024-03-08,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 981837,Exit Intent,10 OFF
