id,timestamp,variant,price
ajs-next-a03cbe3f0fab33c802153907e7f93e4e,2024-03-08 12:09:29.013000,EMP-HWS-55020-S-BLK,13.99
ajs-next-d7c69b2dfff83130deef933070064875,2024-01-06 11:24:44.510000,SP-SL-S-BLK,15.99
ajs-next-05427a272a5dd8bf30d1a26d26c76ef4,2024-02-21 11:17:01.539000,SP-SL-S-BLK,20.99
ajs-next-811827b20eddf4212fa09ba2d0bb9f57,2024-03-30 22:51:42.161000,EMP-SNC-62001-S-BLK,15.99
ajs-next-9cd8da75604528f282e19da75ccc92d7,2024-03-30 22:25:52.914000,TRU-SB-91404-XS-BLK,19.99
ajs-next-56396a446fd170dfc66da4f586db4eb9,2024-03-18 15:44:19.748000,TRU-LAB-10210-S-BLK,34.99
ajs-next-f0f9522e3102f2d54bacf024e84bf246,2024-04-11 00:00:53.165000,TRU-CSB-10400-S-BLK,28.99
ajs-next-c691573455c22706bdb901e2cc80a86c,2024-02-20 12:17:22.460000,TRU-LAB-10210-S-BLK,32.99
ajs-next-d3658741a33f64a95c5d79d2758d5d80,2024-02-16 23:25:06.420000,TRU-CSB-10400-S-BLK,43.99
ajs-next-f4de0c8f38aee9daf30d08684adcfc36,2024-04-11 01:11:21.910000,TRU-SB-91404-XS-BLK,19.99
ajs-next-eac5fce3da846d12775d3ca398642dbc,2024-03-14 15:39:02.445000,TRU-LAB-10210-S-BLK,34.99
ajs-next-854dcca309cae75f9b4840a70184acbb,2024-03-26 20:07:57.989000,SHE-HWS-55021-S-BGE,25.99
ajs-next-3fd87d164032c7054db3c21ab4077073,2024-03-26 20:20:44.657000,SHE-HWS-55021-S-BGE,25.99
ajs-next-fcfe5377b2cd0221387bfff89dd17943,2024-03-28 17:05:35.375000,TRU-LAB-10210-S-BLK,48
ajs-next-e241f1431fc6a475106022974990e857,2024-03-25 20:26:59.051000,TRU-SPB-10022-S-BLK,28.99
ajs-next-b87dc061041aa00ffea8354b901518e8,2024-03-25 20:27:12.967000,SHE-SNC-62001-S-BLK,23.99
ajs-next-974fbecc3a92b634a096c71ff257fe59,2024-03-25 20:27:23.179000,SHE-SNB-95001-S-BLK,29.99
ajs-next-b67a0a13f91a4e0bf8a688089ae9617f,2024-03-25 20:27:25.652000,SHE-SNB-95001-S-BLK,29.99
ajs-next-3a5ebad04f582e5304db853df937649c,2024-03-23 23:29:35.399000,EMP-SNC-62001-S-BLK,18.99
ajs-next-f281c757b8c3edcb4d97240ee128bbeb,2024-03-23 23:29:50.275000,TRU-SB-91404-XS-BLK,19.99
ajs-next-f6b7389915202f0f7244516d6e19ab4b,2024-03-25 00:31:56.177000,EMP-CP-44001-S-BLK,22.99
ajs-next-e3bb85d3f94d0365ae4d22aeb8797454,2024-02-15 17:41:54.717000,SHE-OBS-73005-S-BLK,17
ajs-next-57180a025c97b93a511468ed5ca9a1c2,2024-04-01 23:42:16.198000,SHE-HWS-55021-S-BGE,25.99
ajs-next-c0388dc7e023592c5eec3765c61ba932,2024-03-03 18:55:36.682000,EMP-WTS-87045-S-BLK,27.99
ajs-next-a45119d2cc87563d2ff097e037a483dc,2024-03-03 18:48:25.839000,TRU-WSB-10024-S-BLK,28.99
ajs-next-4d25c096ca5c2e7f7abadd18a5332964,2024-03-28 00:20:29.868000,"",17.990000000000002
ajs-next-8c0c8b99703a72fb563d9081480d42b5,2024-03-07 20:24:53.112000,TRU-MSB3-51422-BLK-XSS,12.99
ajs-next-a7f0ad1d099d5b635f5695081ccbb1af,2024-03-23 01:22:36.298000,TRU-SB-91404-XS-BLK,19.99
ajs-next-5eb2876d2ca0ed494f78c056a54c12ed,2024-03-23 08:19:20.709000,TRU-SPB-10022-S-BLK,37
ajs-next-240916f78934dca8b67d2899e5d3bb7b,2024-03-05 22:13:39.793000,BERK-4412-QP-215,9.95
ajs-next-a360d715476a5e9ddab78171cc63ed57,2024-03-05 22:24:26.101000,HH-PN0001-S-RI2,10.99
ajs-next-53d2122b8b1130fe44b0a2553a64f440,2024-03-05 22:24:33.610000,HH-Q00717-AB-2QG,10.99
ajs-next-8f1927a6093dc19f949cfe50a1bbcf15,2024-03-05 22:25:13.597000,BLI-DF303J-ML-WHT,12
ajs-next-b58d3515d779100868210cd40cc75499,2024-03-28 17:16:52.262000,TRU-SB-91404-XS-BLK,22
ajs-next-c08d406eec9cdb45c80d7db9ca4857e4,2024-03-28 17:32:45.396000,SP-SL-S-BLK,22
ajs-next-56811bf77fcc4a928b9707d5e3a91396,2024-03-22 13:47:20.713000,TRU-SPB-10022-S-BLK-2PK,44.989999999999995
ajs-next-66d00b67add2c45f0e2cf0645aea4c10,2024-03-04 15:19:04.973000,EMP-HWL-42075-S-BLK,41
ajs-next-698bcb574fa9826eb53d60280352569f,2024-04-11 02:19:15.440000,EMP-HWOP-31048-S-BLK,21.99
ajs-next-7050d8a4eb38fe319640e5dd07735edf,2024-03-07 19:16:29.154000,CHA-B1094-3436CD-NUD,44.99
ajs-next-ddb5bf7711f1f3bb9244c9a4a1dda205,2024-02-12 03:39:21.847000,TRU-ASB-97099-S-NVY,17.99
ajs-next-1acd8dbd81ead29b83ea6106134d3005,2024-03-06 12:01:00.508000,SHE-CSL-41402-S-BLK,37
ajs-next-a4a3703881f21d640db8b865cb5b85d6,2024-03-28 20:22:15.790000,"",56.370000000000005
ajs-next-47879dbaa80ca3183091b5ba1be90792,2024-04-11 16:54:13.718000,SHE-BHEB-13402-S-BLK,32.99
ajs-next-db669d514a4f358294bb3e465ace9ca6,2024-04-11 16:28:44.990000,TRU-CSB-10400-S-BLK,44.99
ajs-next-18d83805893a85f53e20206193244f50,2024-02-13 14:49:01.647000,EMP-HWC-42024-S-BLK,26
ajs-next-23f03ddcb0fd4376b207ab285579c2f7,2024-04-10 13:40:46.162000,SHE-HWS-55021-S-BGE,25.99
ajs-next-5b3bda18a0068b702a019d789ec6eff9,2024-02-23 13:49:03.062000,SHE-SNB-95001-S-BLK,29.99
ajs-next-e33b5b0df8b56f6cab22a44e2e6cac61,2024-02-12 18:28:07.065000,SHE-SNC-62001-S-BLK,21.99
ajs-next-2bbeb6e2a518334f87a1b56b74dccc9f,2024-02-19 20:31:39.386000,SHE-SNB-95001-S-BLK,29.99
ajs-next-28aca8afd917bb4b7d4a026533048399,2024-03-28 10:50:25.735000,SHE-HWS-55021-S-BGE,36
ajs-next-c19ab478dbf5e99fd9f77778270b975b,2024-03-28 10:57:59.396000,SHE-HWS-55021-S-BGE,36
ajs-next-56741e312f3af3558252c5118462f458,2024-03-29 20:08:58.717000,TRU-LAB-10210-S-BLK,34.99
ajs-next-79168dbf624b8b5ccae66b68e4f80803,2024-04-08 19:59:46.314000,SHE-SNC-62001-S-BLK,23.99
ajs-next-402dc7b1db953a89b00f4675c144f329,2024-04-08 19:36:12.976000,SHE-HWS-55021-S-BLK,23.99
ajs-next-f2ab3011ed8a2ddf6665b5b7536fb106,2024-04-10 01:41:45.799000,TRU-LAB-10210-S-BLK,47.99
ajs-next-376f59356f7770f2a438879ef9a6cb38,2024-04-06 01:44:28.703000,SHE-EMS-52002-S-BLK,41
ajs-next-e88bce99a8688db46f7b91c0314f2735,2024-02-18 21:34:19.855000,TRU-LAB-10210-S-BLK,32.99
ajs-next-07005740cf060c7c5ad1779ff90a0231,2024-03-24 23:16:22.984000,TRU-SPB-10022-S-BLK,40
ajs-next-3295d34de9ed3b88a4cb851c5d9f3304,2024-03-20 19:37:07.047000,EMP-HWC-42024-S-BLK,15.99
ajs-next-f60a011c9adf462ff24076302e8f169b,2024-04-11 00:49:03.872000,SHE-SNC-62001-S-BLK,29.99
ajs-next-9414204d9bfef194b56ce29dcad24b54,2024-04-11 01:06:46.350000,SHE-SSST-48001-S-BLK,24.99
ajs-next-39589078e46c82d431d0e1ec3ecfc1b3,2024-04-11 01:57:23.970000,TRU-CSB-10400-S-BLK,39.99
ajs-next-550d8e77a0acc2a7d6818192cd862f4a,2024-03-05 15:22:42.900000,EMP-HWSS-55024-XS-S-BLK,15.99
ajs-next-364163aaea2e93b0fef6a7e4df604ccf,2024-03-05 12:44:43.750000,SP-SL-S-BLK,23.99
ajs-next-8f029ee2a035f06e56fbc9063117f666,2024-04-03 12:52:11.648000,SHE-SNC-62001-S-NUD,23.99
ajs-next-b1b8612d18b80ab66afee9c969e470ec,2024-03-25 16:06:22.847000,SP-SL-S-BLK,23.99
ajs-next-39f2f29812c79ee6370b15db630bf782,2024-01-23 16:31:06.131000,SHE-AWSP-52005-XSS-BLK,19.99
ajs-next-12c52faed4e6f7d0b63b5f674e93ad74,2024-03-04 04:11:23.111000,TRU-CSB-10400-S-BLK,28.99
ajs-next-0bc1bb31770ee2c74605c05eab206797,2024-03-05 22:02:18.638000,EMP-HWSS-55024-XS-S-BLK,15.99
ajs-next-7b63741065f99cc2b2ec27a60ef06303,2024-02-05 15:18:56.330000,BLI-BSWB-3488-S-V7Q,35.99
ajs-next-f892dd0ab2cfa0e38459c0cc78af451b,2024-03-16 03:04:45.063000,SHE-HWS-55021-S-BGE,25.99
ajs-next-efcb6e6d6883a8ae572c64f1b50da6d6,2024-02-02 01:52:10.678000,EMP-HWL-42075-S-BLK,43
ajs-next-ca282cd547a8cd980922a663b2a7c2bb,2024-03-23 22:45:27.620000,TRU-SB-91404-XS-BLK,28
ajs-next-6692fc888b1a435a4d31a6aabeb63720,2024-01-04 13:04:58.044000,EMP-HWOP-31048-S-BLK,28
ajs-next-c306c7f0ee61b8b2f126c3e34bdba84f,2024-01-04 09:27:35.867000,EMP-HWOP-31048-S-BLK,19.99
ajs-next-f556a120d191d8d07e02beb990d02217,2024-01-14 20:56:10.743000,TRU-SPB-10022-S-BLK,28.99
ajs-next-9b7f627a693ec28841846abcde68a312,2024-01-06 11:23:27.691000,TRU-SB-91401-XS-CHT,22
ajs-next-aa27d1fbfc143c07b750e3192fe33711,2024-03-12 01:31:00.615000,EMP-HWL-42075-S-BLUE,32
ajs-next-a581812ea09d496f11708fd20eda2325,2024-03-26 13:36:06.422000,EMP-SNC-62001-S-BLK,17.99
ajs-next-0da30a7c4c671495be3f15747d05f6e4,2024-03-29 19:39:33.802000,TRU-AWS-51401-S-BLK,15.99
ajs-next-ada56f36096822e14679047a50277a1e,2024-03-20 18:17:42.899000,EMP-HWC-42024-S-BLK,15.99
ajs-next-fbc3ab43098fe8bcbd6a09296b1374f1,2024-04-09 12:16:42.095000,SP-SL-S-BLK,23.99
ajs-next-0f1b5c3e5364c24f2f50fe9dd8ecc618,2024-03-04 11:23:00.960000,TRU-MSB3-51422-BLK-XSS,20.99
ajs-next-444592a6957024e6299e7bf365408e12,2024-04-11 10:13:16.712000,SHE-BHEB-13402-S-BLK,30.99
ajs-next-27178f972ca2c197a30d82e9380e43e1,2024-04-11 10:31:25.617000,EMP-HWOP-31048-S-BLK,26.99
ajs-next-6209808d463aeafb0d67c0c9ac882c3e,2024-03-15 12:24:34.634000,SHE-HWS-55021-S-BLK,20.99
ajs-next-0407bc6a99ad5080aed041fae1fad48b,2024-03-15 12:36:30.421000,SHE-SSST-48001-S-CHAI,26.99
ajs-next-37a4347e62af1a8b0ab5cc25bec2035e,2024-01-10 23:11:35.361000,SHE-SNC-62001-S-BLK,21.99
ajs-next-716c4c84cad207f9b97e3f0279553a0c,2024-04-04 21:11:20.893000,SHE-BBT-81007-S-DPNK,26.99
ajs-next-6533086925f7745c353159fe7e7f9c43,2024-04-11 00:05:16.343000,SHE-TKC-62008-S-BLK,23.99
ajs-next-8ff06ef9defce8e1f5be26799aa50d86,2024-03-18 16:13:55.264000,TRU-AWS-51401-S-BLK,15.99
ajs-next-d52b059503d835859f6cb0dcd331cb05,2024-02-27 09:21:28.525000,TRU-CSB-10400-S-BLK,28.99
ajs-next-27b13c4c520404c129e215f409a1b069,2024-04-04 18:40:47.633000,SHE-BHEB-13402-S-BLK,30.99
ajs-next-61179203b87b84528961a96c575c941a,2024-04-08 10:07:53.304000,SHE-HWS-55021-S-CHT,25.99
ajs-next-4c9d5274308a01aac025b180a4708a65,2024-02-24 12:35:08.942000,EMP-SNC-62001-S-BLK,13
ajs-next-49f6a244d1f41cb859ea0e2b0b0ec832,2024-04-07 01:01:49.333000,TRU-SPB-10022-S-CHT,18
ajs-next-0339d6b99aca6a74ae39aa3881b1292d,2024-04-01 07:28:55.991000,TRU-SPB-10022-S-CHT,15.99
ajs-next-e2d2682e77886f6ddbf87e3b73647fba,2024-01-22 20:52:48.487000,"",45
ajs-next-a117c71af651f025780cc5fa1ea8344d,2024-02-02 01:50:55.693000,EMP-HWL-42075-S-BLK,30.99
ajs-next-d6c5e5b17d169f06b44b91d545260d48,2024-03-28 17:12:05.937000,EMP-SNC-62001-S-BLK,15.99
ajs-next-f3cc06ddb0f6ff0cfe36cb198ebdba3b,2024-03-28 17:16:56.997000,EMP-SSB-81068-S-BLK,22
ajs-next-ae4bf37ceec61caa5b7ae971b5eef7e8,2024-03-22 04:58:12.249000,TRU-SB-91401-XS-CHT,15.99
ajs-next-c89f9aeb96237fdb6359437a36db5735,2024-02-14 15:40:14.390000,SHE-HWS-55021-S-BLK,23.99
ajs-next-903489a4b5c5a2dd86a2067484e9609f,2024-03-17 21:28:18.426000,EMP-HWS-55006-S-BLK,18
ajs-next-62a3a4583905d14398a6182d632d42d8,2024-01-14 17:54:11.452000,BSS-SP-SL-S-BLK,37.989999999999995
ajs-next-955952b2ee87e82d135e0413e0f1c2fd,2024-01-22 23:39:32.463000,SHE-CSL-41402-S-BLK,37
ajs-next-ac0158658d35a789821b7a3d093939c9,2024-03-11 14:49:03.656000,TRU-SPB-10022-S-BLK,28.99
ajs-next-6e783a60cddf3de8ad2172c81b6b8b51,2024-02-14 20:17:37.350000,TRU-SPB-10022-S-BLK,28.99
ajs-next-388aaddba8549717184c02ce5cdd0a4c,2024-04-08 19:59:53.045000,SHE-SNC-62001-S-BLK,32.99
ajs-next-37707c9e3ecbdc4a8f8886cbf8ac5f4e,2024-02-15 23:29:29.206000,TRU-SPB-10022-S-BLK,40
ajs-next-9c333406c918fd6c301ef4b3f93b56e2,2024-01-03 04:49:12.613000,EMP-HWL-42075-S-BLK,30.99
ajs-next-24f8b4804e5734e0322638680c22188c,2024-03-17 00:15:02.551000,TRU-SPB-10022-S-BLK,28.99
ajs-next-d6d5e3e057152d3f0f00dfbc404bdd16,2024-03-17 00:15:15.561000,SHE-SNC-62001-S-BLK,23.99
ajs-next-4dc23ca1e1a0cc21d7574efdaad3e298,2024-03-17 00:17:04.109000,SHE-HWS-55021-S-BLK,25.99
ajs-next-063386550e1c17b807e0d0cdf7a8d424,2024-01-04 16:16:29.577000,SP-SL-S-BLK,15.99
ajs-next-d31eb8b145b3b26acb34d68cad623b6b,2024-02-16 23:53:44.258000,TRU-LAB-10210-S-BLK,50
ajs-next-70ca04acde8ef2e2649a5f7b81fdbf6f,2024-02-16 23:55:46.184000,TRU-LAB-10210-S-BLK,50
ajs-next-4f18dfbd742ce5b7c2185b770ece0276,2024-03-28 16:04:43.733000,TRU-SPB-10022-S-BLK,26.99
ajs-next-7927a7efb725515f48a0eeb61c0b2dec,2024-03-19 20:12:20.045000,EMP-ST-81001-S-BLK,18.99
ajs-next-a526ab61dfec51560ce725bb1bc6334c,2024-03-18 03:28:08.862000,SHE-AWB-51010-S-WHT,12.99
ajs-next-8cefc551ce8706989533626f434db159,2024-03-18 03:44:31.856000,EMP-HWS-55006-S-BLK,12.99
ajs-next-75ac5e6287059c071566dadbee11bf2c,2024-03-05 13:27:03.646000,TRU-SB-91401-XS-CHT,15.99
ajs-next-6efced4e8a7ccf107aa7e8bdd78644de,2024-03-05 13:27:04.547000,TRU-AWS-51401-S-BLK,15.99
ajs-next-807da9d80591d1b97627af5e55a26a7c,2024-02-05 22:03:35.728000,EMP-SNC-62001-S-BLK,17.99
ajs-next-aa0afcd3cd38497945c6bb65a8d8b71b,2024-03-15 11:58:29.126000,SHE-TKC-62008-S-BGE,23.99
ajs-next-391bf57f8384fc2dd5107b947d0f2674,2024-04-10 11:53:54.581000,SHE-SNC-62001-S-NUD,32.99
ajs-next-4a5ba4551387cdc5d53d664202534dec,2024-02-16 11:07:27.042000,TRU-SPB-10022-S-BLK,28.99
ajs-next-1c4de255e2b4a75c84aa774c2640200c,2024-03-09 03:37:01.697000,SP-SL-S-BLK,15.99
ajs-next-ec5e255e375d8d40d9489ee24f0d54d9,2024-03-27 23:47:32.965000,TRU-SPB-10022-S-BLK,40
ajs-next-28dc811c49d194561fd1684f5996ae91,2024-02-05 13:36:33.392000,TRU-SPB-10022-S-CHT,15.99
ajs-next-794794e94c63c8b8b2b1134b21714ead,2024-03-25 20:24:27.502000,SHE-SNC-62001-S-BLK,23.99
ajs-next-8405f15753988ac09b08f4bf4035103e,2024-04-02 10:25:47.655000,TRU-SPB-10022-S-BLK,28.99
ajs-next-f2fb0842c7caaef189362451fb2fe834,2024-01-05 06:48:03.575000,SHE-MWL-41005-S-BLK,25.99
ajs-next-642909ffe0600670fb4fa2a72881748e,2024-03-25 15:55:37.986000,EMP-HWL-42075-S-BLK,22.99
ajs-next-ddd209ef24ab31698f85a017e0870c5f,2024-03-12 02:36:04.196000,SHE-SNC-62001-S-NUD,23.99
ajs-next-d236fbd3e1efab4566d219e481c70628,2024-04-07 15:19:32.271000,TRU-ASB-97099-S-HEA,17.99
ajs-next-496e395f9486f28c235fe80df7847f16,2024-03-05 23:03:42.971000,TRU-AWS-51401-S-BLK,22
ajs-next-00b827a0b35685fa0ec089400eeb3682,2024-03-05 22:24:55.485000,TC-A4-125-S-ROSE,11.99
ajs-next-fef9e9cbd8fccf7f3a67884abc950893,2024-03-12 03:30:21.756000,SHE-SNC-62001-S-BLK,23.99
ajs-next-b5c7b434dd795296af5690063510ec98,2024-04-11 15:49:34.387000,SHE-SNC-62001-S-NUD,23.99
ajs-next-ae38fd75d3c3cfb673a11224f53b84c3,2024-01-31 12:53:03.131000,EMP-HWL-42075-S-BLK,30.99
ajs-next-8be25eb3cd6f72ea2048362ba1daba82,2024-03-28 09:57:36.207000,TRU-SPB-10022-S-BLK,26.99
ajs-next-49e44f18452953391151d07495bb7f47,2024-01-20 01:07:26.975000,EMP-SNC-62001-S-BLK,17.99
ajs-next-2f7b94008b6d461fc31daee1158419d9,2024-01-20 00:01:00.379000,SHE-OBC-73001-S-BLK,19.99
ajs-next-e84fc03cdf537662f7b7b1c9c2732e3b,2024-01-20 00:01:34.734000,SHE-CSL-41402-S-BLK,26.99
ajs-next-297b43f193e96357296db6d6e5d52216,2024-01-19 13:20:22.887000,"",32.99
ajs-next-d4f560b8d0744c94e816ff4b211ad8d5,2024-03-18 14:27:28.678000,SHE-SNB-95001-S-BLK,29.99
ajs-next-b37dcfefee43ae39d751e2db5a64eed2,2024-03-12 23:21:50.636000,TRU-SPB-10022-S-BLK,28.99
ajs-next-836f047804b5a1537bc6c9c367b3643f,2024-03-12 23:22:34.454000,TRU-SPB-10022-S-BLK,28.99
ajs-next-842f447ed6aa174e0e4c9c7a1d6a2ed5,2024-03-20 14:12:55.263000,"",40.989999999999995
ajs-next-01f30e94be201869419fb712875c1ac4,2024-03-19 14:21:19.989000,TRU-LAB-10210-S-BLK,34.99
ajs-next-34e46dbc586f99b5ca06bd528eaf495e,2024-03-13 17:19:25.476000,SHE-SNC-62001-S-BLK,33
ajs-next-bc1210919a7cc5840658df22916cd4c3,2024-03-15 19:42:48.184000,TRU-SPB-10022-S-CHT,15.99
ajs-next-41d9f7a379484fa418992ba07eff91b8,2024-02-29 03:39:31.818000,SHE-TFT-81012-S-BLK,39.99
ajs-next-310bd13c473041672ae013784a471c82,2024-03-01 11:32:05.556000,TRU-MSB3-51422-XSS-BLK,12.99
ajs-next-a8b901c629e48664b371b501240766f4,2024-02-24 06:39:05.562000,SHE-SNC-62001-S-BLK,21.99
ajs-next-071d446c71bb68563238cc788db20012,2024-02-24 06:55:50.556000,SHE-SNC-62001-S-BLK,21.99
ajs-next-4b0e9d881b13c4eb814c5ce18f9ecf32,2024-03-25 18:51:57.170000,TRU-SPB-10022-S-BLK,28.99
ajs-next-4a1da26dbe20ec89dd53e27284b779f4,2024-03-25 18:52:03.120000,SHE-HWS-55021-S-BGE,25.99
ajs-next-58b4debe0a251b6d4a53d1a8b7071450,2024-03-25 19:59:50.381000,SHE-HWS-55021-S-BGE,25.99
ajs-next-7cd3169adaf39fc33aac1ddf71811d49,2024-02-13 17:08:01.200000,TRU-SPB-10022-S-BLK,40
ajs-next-c33ee0b172183786c7b9c2d18b384f25,2024-04-11 13:48:30.101000,TRU-LAB-10210-S-BGE,34.99
ajs-next-73087a0b7e7afd7a25752f397b5a9ed0,2024-04-11 12:04:54.635000,TRU-SPB-10022-S-CHT,28.99
ajs-next-2c64d21d09247ab53ab0ad507d467dfc,2024-04-11 11:21:54.576000,TRU-LAB-10210-S-BLK,32.99
ajs-next-9b914185388871f8429242dede091843,2024-04-06 01:45:29.200000,TRU-SB-91401-XS-CHT,15.99
ajs-next-15ca89b6ab35b926f92ae80fc1da97e9,2024-03-22 02:34:40.872000,SHE-SNC-62001-S-BLK,15.99
ajs-next-453b8c9db028e49fb44d3b86926f5763,2024-01-27 15:48:09.376000,TRU-LAB-10210-S-BLK,32.99
ajs-next-676aff3de3b798e3db671b575b86964f,2024-02-27 23:11:53.446000,SHE-CSL-41402-S-BLK,26.99
ajs-next-3de92e85c1f2af56871e35020733dcda,2024-03-30 22:11:20.360000,EMP-SNC-62001-S-BLK,17.99
ajs-next-3f36a6f1a46990cc6662c48d3f9a1ea2,2024-04-11 01:05:58.835000,TRU-ASB-97099-S-WHT,17.99
ajs-next-8213c474632291eb8cb7711ef992e7c5,2024-04-11 01:26:19.994000,SHE-WCP-81011-S-BLK,49.99
ajs-next-72087686a2509955212a37ccd562f748,2024-02-21 04:19:07.528000,SHE-SNC-62001-S-BLK,21.49
ajs-next-1e41a68e0a0e91af6200d269a0e5f978,2024-04-05 02:26:18.057000,TRU-CSB-10400-S-BLK,28.99
ajs-next-a2b132671bfb539b4f3aa9e38c2bad91,2024-03-07 11:41:40.195000,TRU-SB-91401-XS-CHT,15.99
ajs-next-ec293daf6e01a01d86326420e697c84a,2024-01-19 14:17:28.691000,TRU-RSB-97097-S-BLK/WHT,22
ajs-next-c797367ccfdc4246e516c1b19ac80805,2024-03-14 17:10:32.102000,TRU-LAB-10210-S-BLK,34.99
ajs-next-8e089f38cf7df56c92eab38eb0007a37,2024-04-09 14:55:56.640000,TRU-SPB-10022-S-BLK,26.99
ajs-next-cc28ff3ba6f572cad82804e147df4b9b,2024-02-27 14:18:27.846000,EMP-HWL-42075-S-BLK,30.99
ajs-next-117fce28429c00705dc573f0109c2f3f,2024-01-08 02:16:17.238000,SHE-BHEB-13402-S-BLK,29.99
ajs-next-ca76fb486ef09dd7541397d3fde0f3e7,2024-04-01 15:54:47.649000,EMP-SB-81004-S-BLK,21.99
ajs-next-d913796a53242a713534f13e5cb8e26d,2024-03-22 14:33:23.096000,SHE-SNB-95001-S-BLK,29.99
ajs-next-ead7c9bbd10efbcfdae60f4fbc276c8c,2024-02-17 16:25:36.645000,EMP-CP-44001-S-BLK,22.99
ajs-next-31c76461674037cc775e088f4beb3df6,2024-04-01 23:38:57.726000,TRU-LAB-10210-S-BLK,34.99
ajs-next-c7bcbd239c77bc107c4a528736aabed3,2024-03-23 01:22:30.404000,EMP-SNC-62001-S-BLK,18.99
ajs-next-e32e12bfcacec39c79af3758cc17a70b,2024-03-23 01:22:30.396000,EMP-SNC-62001-S-BLK,18.99
ajs-next-194193b7bd4f35e00845e63b76feddd9,2024-03-23 08:32:04.533000,TRU-SPB-10022-S-BLK,37
ajs-next-e835496b47bae1c249ba3217812796bd,2024-03-23 00:52:12.970000,SHE-SNC-62001-S-BLK,21.99
ajs-next-9d5dc8b304f8c137e66282d232c13c69,2024-03-12 03:48:24.879000,SHE-HWS-55021-S-BGE,25.99
ajs-next-cfbf0cac47553e6d0a4654bcf0d12a9c,2024-03-12 03:22:48.576000,EMP-HWS-55020-S-BLK,13.99
ajs-next-4509f88b56719bf4774a2121e742cd27,2024-04-05 16:17:36.883000,SP-SL-S-BLK,23.99
ajs-next-338141ba115d574c7a02a70bcdac5585,2024-02-24 06:45:30.261000,SHE-SNC-62001-S-BLK,21.99
ajs-next-4e1515ee8f1efc0ad696f6333934ff55,2024-03-22 04:46:30.292000,SHE-SNC-62001-S-BLK,33
ajs-next-534ab4337b899eaaf6bd64a0923a8c63,2024-01-06 11:24:39.599000,SP-SL-S-BLK,22
ajs-next-a9e70db6d3a65b01d585b9598a8c7d6d,2024-02-09 18:09:22.812000,SHE-SNC-62001-S-BLK,21.99
ajs-next-70e15ab94d66bedc7ac2f704d3e1c13a,2024-04-11 03:50:37.961000,TRU-LAB-10210-S-BLK,34.99
ajs-next-d646c7913381eb35cbc405e37b3f34d6,2024-03-10 15:55:25.185000,EMP-HWC-42024-S-BLK,26
ajs-next-2c5332f020ffac8fa10163c3b6b9c844,2024-03-16 23:44:59.465000,TRU-SB-91401-XS-CHT,22
ajs-next-bcf9fc66fc58cd2cbff77447fd1b04ca,2024-02-14 14:59:20.737000,EMP-HWL-42075-S-BLK,25
ajs-next-59101c12dd769d4a671facb923be300f,2024-01-19 23:35:53.246000,TRU-CVB-91408-S-CHAI,35
ajs-next-781ab2ceac6c910f2b37e47f16aa0da7,2024-03-15 11:53:28.470000,SHE-TKC-62008-S-BGE,23.99
ajs-next-a3d7de1a020c2727c41f50687dfaf6be,2024-04-01 20:04:44.179000,TRU-SPB-10022-S-BLK,40
ajs-next-3a3ad5bb2800ee5aed5f7f6ece621d2f,2024-02-20 04:14:10.402000,TRU-WSB-10024-S-BLK,36.99
ajs-next-47437e1175eb9305991f9f499a9cb0b8,2024-04-11 09:31:15.638000,TRU-SPB-10022-S-BLK,29.99
ajs-next-522b9858dea1d2dadcccdb45cda74903,2024-01-17 21:47:50.069000,"",0
ajs-next-f751bf9f6314a3638d93e5c0a43ac6ac,2024-02-18 13:12:04.805000,EMP-HWBS-18437-S-BLK,22.99
ajs-next-5773f3ddb9fb82eb370049df7a6af251,2024-04-04 17:55:51.169000,TRU-SB-91404-XS-BLK,19.99
ajs-next-64cf2cc56db74bbca0108c7d0fa8caf3,2024-02-04 17:32:03.235000,TRU-ASB-97099-S-BLK,17.99
ajs-next-9c18232970dbbbf8f2c233498205aac9,2024-03-31 20:46:54.002000,SHE-SNC-62001-S-BLK,23.99
ajs-next-b8623b880a07f0bdc125707a1b45ffb2,2024-03-31 20:54:24.291000,SHE-SNC-62001-S-NUD,23.99
ajs-next-99e0827b5fef46e18101a332a50e4795,2024-01-16 23:46:50.364000,TRU-SB-91401-XS-CHT,15.99
ajs-next-5a33f13fb090121082db707c20ca3a97,2024-04-01 23:42:05.519000,TRU-SB-91401-XS-CHT,15.99
ajs-next-f99ec6bd4473244ffdabcb1d49d36a6e,2024-04-01 23:42:06.663000,TRU-SB-91401-XS-CHT,15.99
ajs-next-86b2bdb7cd0a60e39323f6333301ba07,2024-04-02 20:00:09.664000,TRU-SPB-10022-S-BLK,28.99
ajs-next-74e620f2cea263e8e510b9153bc1762c,2024-03-12 02:36:00.710000,SHE-HWS-55021-S-BGE,25.99
ajs-next-cac6104b1418cf68f2a1dcb8f8b9a328,2024-04-09 01:57:48.770000,EMP-SNC-62001-S-BLK,24.99
ajs-next-082b18b6c7a57af142391a8b71d716d4,2024-03-25 22:57:12.510000,TRU-SB-91401-XS-CHT,15.99
ajs-next-0a11bc5df4ebaca5e808e95a6676f118,2024-03-25 22:57:12.597000,TRU-SB-91401-XS-CHT,15.99
ajs-next-4074fab58ce8d05bb039ac361af67d9c,2024-02-26 22:45:55.659000,SHE-CSL-41402-S-BLK,26.99
